actions_taken,booking_id,created_date,description,incident_datetime,incident_id,incident_type,involved_inmates,involved_staff,location,person_id,referral_to_outside_agency
"[""REPORT_FILED"", ""DISCIPLINARY""]",a1315f91-bc16-4242-886b-41a214b19ffd,2025-09-15 10:44:55,Altercation between inmates; separated by staff.,2025-06-24 21:01:15,JINC-4c90a5a2-0da6-4595-b4a5-9aeebaacb9b9,MEDICAL,"[""2676f939-1297-470e-ba92-ae942f92b338"", ""6c8933a0-6ca3-4b8c-8630-bf024a1ef13b"", ""c625534e-f45b-4ef8-aba8-e30f9bc343b6""]","[""Julie Horton"", ""Philip Miller""]",MEDICAL,P-EBEDCE219A,
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",143ff421-15c6-46f1-a5f5-34af7a1c3eb4,2025-09-15 10:44:55,Contraband discovered during cell search.,2025-08-12 16:37:18,JINC-1eb54e5a-1daf-4f2e-8e90-9ec4fa5f41ab,SELF_HARM,"[""aba64603-036d-49c6-aa59-f746cc80935c"", ""c01a88f7-cf15-441e-9980-a71cb4d75199""]","[""Gerald Newton"", ""Michelle Ortiz""]",YARD,P-6B1063312E,
"[""DISCIPLINARY"", ""REPORT_FILED""]",efe09bde-faca-49d3-8ed5-43f828dda450,2025-09-15 10:44:55,Contraband discovered during cell search.,2025-04-29 19:11:51,JINC-f8ba8ace-f495-47d2-89f6-a79e7dcad4dd,CONTRABAND,[],"[""Kimberly Davis"", ""Gabriela Hicks"", ""Mary Frederick""]",YARD,P-A5B35EBF32,KCSO
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",2a283bde-e88c-4ee3-a4e2-1270f29140be,2025-09-15 10:44:55,Altercation between inmates; separated by staff.,2025-06-30 01:29:10,JINC-0628f619-7616-4394-a4e3-00922b09d7f2,PROPERTY_DAMAGE,"[""89203fe8-ec67-4c90-811b-483fd95b84ff"", ""33cda701-78d2-417c-b055-f1488d0606a3""]","[""Martha Rogers"", ""Jeffrey Walters""]",POD A,P-CADCB7451B,
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""REPORT_FILED""]",2dfc69f6-cb28-41b0-ad96-83e3db2d31ed,2025-09-15 10:44:55,Contraband discovered during cell search.,2025-07-15 16:04:14,JINC-c4b4ab0c-8544-4b55-a4e1-a3851bb9dff4,SELF_HARM,"[""61976fd3-52ca-494e-9910-31fcd1b7b05b"", ""3e5e4ac8-fe0a-47b7-8ceb-faa303415d35""]","[""Renee Bradshaw"", ""James Taylor"", ""George Cooper""]",POD B,P-141737CAF5,KCSO
"[""ISOLATION""]",b921dfa8-0aa7-4830-8aa2-a573311ea425,2025-09-15 10:44:55,Altercation between inmates; separated by staff.,2025-04-02 02:47:34,JINC-018c7aec-d627-47f0-8f54-454910ab13e9,PROPERTY_DAMAGE,"[""49532055-c279-46bf-a109-8cd1a457fe05""]","[""John Savage""]",DAYROOM,P-D2723AD7FC,KCSO
"[""ISOLATION"", ""MEDICAL_EVAL""]",baef72b3-69b0-4324-8cd2-d6fed07a9b37,2025-09-15 10:44:55,Inmate referred for medical evaluation.,2025-04-19 04:46:18,JINC-6db1acc6-d452-4346-b977-3a8f33e6abc9,ASSAULT,[],"[""Franklin Novak""]",MEDICAL,P-CF024B1A96,PROSECUTOR
"[""REPORT_FILED"", ""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",d722ff91-e1a1-4566-ac07-c58550724eb6,2025-09-15 10:44:55,Altercation between inmates; separated by staff.,2025-05-23 10:04:14,JINC-b3703ab2-38c4-4dc8-a622-5e1a2f183b5d,ASSAULT,"[""a8ae7bdc-9302-45a0-84de-930dcf0fbc18""]","[""Diane Gonzales""]",MEDICAL,P-48527F5747,KCSO
"[""REPORT_FILED"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",87925595-3722-4b64-a1e4-6de351209c95,2025-09-15 10:44:55,Property damage to dayroom table recorded.,2025-07-14 13:53:27,JINC-b5e0c776-c999-44b4-9287-70e1eb16ca3b,MEDICAL,[],"[""Erica Herman"", ""Wendy Miller"", ""Lindsay Parks""]",MEDICAL,P-C8B1968E47,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",ee06a8a3-09fd-49b8-a906-1836836e920f,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-03-28 22:16:22,JINC-518636ca-b754-44db-a87d-3dbf2199e536,CONTRABAND,"[""94d6350b-78ac-4f8d-88ba-ef4713910da3"", ""56307d5b-1f44-411b-9d56-de27954f9402"", ""03cc12d8-dfd8-4b64-b02e-12a23834b011""]","[""Lance Hayes"", ""David Schultz""]",POD B,P-389A7F8732,
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""REPORT_FILED""]",4aa31493-af8a-42a5-bb35-5345f4403bdd,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-04-25 05:09:01,JINC-f8119bcc-ae1e-4f27-a323-9bec9ae6b2da,SELF_HARM,"[""48e8881e-65d2-4802-ba65-324a3e4d79ae"", ""3466ee26-3524-4e72-8137-059671040fbc""]","[""Jeremy Butler""]",POD B,P-0D09271409,
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",59ec6aea-2d19-4ef7-b710-2e708f176963,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-06-13 03:10:44,JINC-f1a26dba-7889-4deb-87f2-93b581aa77b6,ASSAULT,"[""3ad00b72-80a1-4eea-91a2-2d55495aaca7"", ""f68af7cb-14ed-477e-8843-078f12609e83"", ""e3f178fe-9183-4305-8f1b-329e94b0fc67""]","[""Patricia Brown"", ""Gregory Carrillo""]",YARD,P-4E8BA3C85B,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""DISCIPLINARY""]",fad8f528-8e81-4584-85c9-ca5e39f24d9d,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-07-30 02:02:57,JINC-3c71780c-abdb-4f6e-9d70-908ff92f45a7,PROPERTY_DAMAGE,"[""f7ef5b9d-ac55-4d3a-bb27-f8ef25fde8ce""]","[""Dustin Johnson"", ""Jeremy Evans"", ""Billy Holt""]",YARD,P-88A1BE7DD3,PROSECUTOR
"[""MEDICAL_EVAL"", ""ISOLATION"", ""REPORT_FILED""]",7c774801-fbe0-469b-9cd7-891567cded93,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-06-08 05:18:52,JINC-4b1eccbc-5100-48c4-baf3-4a485b1410ce,MEDICAL,"[""079a7355-b8f4-4cc6-9199-34213611aece""]","[""Rebecca Simpson""]",CELL 2,P-7B8C0380A1,
"[""MEDICAL_EVAL"", ""REPORT_FILED""]",7aa99f59-1409-4ce6-9506-a515b439afe6,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-04-05 06:21:02,JINC-4898dd70-366d-4f48-a8b3-ee7a8cf366e7,ASSAULT,"[""7f37bf1e-5516-4b69-8ffd-acca414c3b2c""]","[""Tiffany Silva"", ""Sarah Reeves""]",YARD,P-CD87555FB2,
"[""MEDICAL_EVAL""]",64d11507-b054-41db-8ce9-c4e23116ecbd,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-07-01 19:34:33,JINC-97ed3c12-9e7f-4640-981a-0d950f0f8f2f,MEDICAL,"[""50cd2822-9b34-437e-a95e-d83d109cb664"", ""9f7a87f1-96c0-48b1-a444-9752db316687""]","[""Steven Mckee""]",MEDICAL,P-2E53D6D37C,
"[""ISOLATION"", ""REPORT_FILED""]",945ac03c-a8c3-4ced-afaf-8f249e960af6,2025-09-15 10:44:56,Altercation between inmates; separated by staff.,2025-09-11 13:58:15,JINC-6bda8aa6-88bc-4eb7-abe8-73ce8d57c50f,SELF_HARM,"[""754c37ab-77a0-49b2-8dbe-de6aa7226bd4"", ""c3a08e6c-4588-4c0b-a3cf-23600d90568b""]","[""Kimberly Lewis"", ""David Hatfield"", ""Kristen Obrien""]",POD B,P-9AACED21BD,PROSECUTOR
"[""DISCIPLINARY"", ""REPORT_FILED"", ""EVIDENCE_SEIZED""]",2cd77a16-824c-4104-a787-3911e0100518,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-06-22 15:50:47,JINC-1ff76733-a4a0-4d6c-9a8a-322d1e79ee0f,SELF_HARM,"[""53f801f4-32fe-4fce-9171-e98f3f48060f"", ""4de61194-8e8a-4f90-8d3d-c0585ea2cde7""]","[""Darren Chen""]",DAYROOM,P-A3A8E06F35,KCSO
"[""ISOLATION""]",585f6c21-b0d8-495b-bc7b-9872a12a3358,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-06-17 15:26:10,JINC-66832c75-ca6b-4803-b023-09fc255b8293,SELF_HARM,"[""7e691a8c-a111-4cc3-90d5-3281a3ffdd4c""]","[""Kevin Lynch"", ""Maria Wilson""]",YARD,P-3661AD682E,KCSO
"[""ISOLATION""]",ddddfe55-4bfa-4816-afc6-bd37c348fb20,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-07-18 16:26:35,JINC-24d9b7a8-fd9b-482c-a6f4-64e727ea633b,PROPERTY_DAMAGE,"[""3c98d00a-140e-41a2-984b-2f919d68ea9c""]","[""Wayne Johnson"", ""Ronald Horne""]",YARD,P-CFC8041855,
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",42d2c273-a6b0-4626-9f5b-9a43d12717f9,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-08-15 06:02:23,JINC-5118abe3-acfc-460f-8858-9f0de60b3e8f,PROPERTY_DAMAGE,[],"[""Anthony Macdonald"", ""Charles Bates""]",CELL 2,P-5A619A3469,PROSECUTOR
"[""MEDICAL_EVAL""]",dcba0198-2b95-4755-af88-2a9b945034c1,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-04-10 11:11:23,JINC-6a3cef6b-6d4f-4638-80a6-afc1587c1915,MEDICAL,"[""637ae429-deb9-4497-8b7e-92c4fc81f432"", ""093a5b6a-c0e2-434e-88b4-8c37947af459"", ""caf14a4c-b1bb-40fa-8acf-d7a35b0872a4""]","[""Lisa Price"", ""Anthony Smith"", ""William Taylor""]",YARD,P-B8BBA3AC69,PROSECUTOR
"[""DISCIPLINARY""]",8cb7217b-ed8d-4644-b804-82fd40f77050,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-08-04 00:09:24,JINC-42fffbb0-f4f4-4ff8-b071-f62d9ed9915d,PROPERTY_DAMAGE,"[""a3ec0418-ebea-4a11-8fc8-6a1ddcc63946"", ""47e0f8be-fb4d-426a-8f91-3bd0a472cdc6""]","[""David Walters""]",MEDICAL,P-9B5BBCBDC8,PROSECUTOR
"[""DISCIPLINARY"", ""REPORT_FILED""]",2085f512-2ebe-475d-aab9-70d35318a63b,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-06-03 12:57:57,JINC-5f968c46-58a3-43e2-a7bc-15ccb88bdcc9,SELF_HARM,"[""70af3bb3-fa6c-4738-a334-2e814a8f393c""]","[""Michael Nelson""]",POD B,P-D895311300,PROSECUTOR
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",80e1c763-7ac1-4e87-b61c-9c57c9b02c39,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-07-03 11:09:00,JINC-e4beb051-ad37-478c-982a-3e48fe81007b,MEDICAL,"[""47a36d13-cf18-4019-8ed9-5c41904d1b0e"", ""9588b14b-a091-49a9-b289-aa5befb7e72a""]","[""Pamela Burke""]",POD A,P-3C1E4014A8,
"[""DISCIPLINARY"", ""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",331e02f5-b70e-49e6-9323-105594ce80da,2025-09-15 10:44:56,Altercation between inmates; separated by staff.,2025-03-27 08:59:52,JINC-c43bec08-c04f-4593-8597-ec58dead9d62,MEDICAL,"[""9981c0df-834a-4c3f-9ff5-b590d0f6c5a1"", ""90ab94cf-ff48-4d53-9a7b-a88a2c7907bb""]","[""Johnny Hansen""]",MEDICAL,P-AD59B83C7A,PROSECUTOR
"[""EVIDENCE_SEIZED""]",6b4e855b-c2e4-4aeb-b4a0-8e0c15ce0067,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-06-02 17:56:34,JINC-aac7b420-142f-4d93-9fd3-ca640998020c,PROPERTY_DAMAGE,"[""45f01f77-4b43-4bb5-b534-b372f8e3d49b"", ""faedbef8-bdf4-45e2-894d-4538f336c716"", ""e5e58005-f5e5-4814-9a54-e760e5318342""]","[""Willie Ruiz"", ""Elizabeth Dalton""]",YARD,P-3A15D13D7B,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""DISCIPLINARY""]",5ae3f5fd-3275-49e2-803e-f6f5bfaa10a1,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-09-05 09:47:18,JINC-714c4f70-9c60-4384-8548-14147236039f,PROPERTY_DAMAGE,"[""0171f46a-8c3e-47a4-befd-14f6b0de2401"", ""f12765b5-0708-4b5f-81c3-d836a1a5cf41"", ""b436534f-0d92-443e-93a9-076917339476""]","[""Wyatt Jackson"", ""Paige Johnson""]",MEDICAL,P-F1441CEAE0,
"[""DISCIPLINARY""]",305c3af1-1a1a-4b89-a274-db8d7b272bab,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-06-13 10:45:36,JINC-e2b9fe9d-a725-4a07-abe7-2664fc2d1746,MEDICAL,[],"[""Scott Owens"", ""Meredith Lee""]",POD B,P-52082C9B67,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""DISCIPLINARY""]",acec559d-6284-40e6-bfd2-851c4f674ce3,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-09-13 21:11:35,JINC-ef60eda9-6cda-43f0-a7fd-a1ea00e7a055,CONTRABAND,[],"[""Samantha Mcfarland"", ""Alisha May"", ""William Anderson""]",MEDICAL,P-F4BFF8C325,KCSO
"[""REPORT_FILED"", ""MEDICAL_EVAL"", ""ISOLATION""]",03c8fb6e-079a-439f-a2dd-2fe2f589427e,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-04-25 03:09:39,JINC-978a348c-a116-47dc-94ce-f24069acf5fe,MEDICAL,"[""fae33a6a-f564-4a49-ae82-b8db7ad79023""]","[""James Martin"", ""William Bowman"", ""Mark Moran""]",CELL 2,P-94A48A4279,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""REPORT_FILED"", ""ISOLATION""]",231e31d5-377a-4ed0-9e1f-09af9bd9b6dc,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-05-29 19:04:03,JINC-25a3359d-0eda-449c-9fa2-ee3679ca876a,ASSAULT,[],"[""Linda Smith""]",DAYROOM,P-69EEBF3760,KCSO
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",61b3ac74-830d-462c-af3a-629cde90f2ae,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-06-08 19:31:36,JINC-c02ddd69-3f5f-4b54-9be7-4338b81225fe,CONTRABAND,"[""c1a843cb-1cb1-4209-9f7a-7e94cfd8481c"", ""2bdb7f9f-4a79-4f57-a11c-d7088eb0ada6""]","[""Kimberly Bowers""]",POD A,P-AF482A3B2C,PROSECUTOR
"[""ISOLATION""]",d2216cac-7aa3-44d1-8a9b-0fe98055da95,2025-09-15 10:44:56,Contraband discovered during cell search.,2025-03-19 20:15:07,JINC-c8fd2e28-67ee-44cf-bd4e-131ffe504e86,CONTRABAND,"[""a9c86448-9a46-4fd3-9ec8-582d654d347c""]","[""Andrea Williams"", ""Kathy Koch""]",DAYROOM,P-B2A690B38D,
"[""MEDICAL_EVAL""]",5c677d35-9b84-4b78-bb90-093f69e1ed30,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-09-07 01:39:28,JINC-d6a6b30b-053d-475e-8ef8-73742938f32f,MEDICAL,"[""7d462892-d5f7-4ade-a378-c6dbbe3173ee"", ""7122bf9e-20d7-4479-a61d-e508c574f0b9"", ""b0651ca4-2f56-4e4c-bf68-4cf783147504""]","[""Christina Perry"", ""Donald Williams"", ""Michael Young""]",DAYROOM,P-85B7B8D629,
"[""REPORT_FILED"", ""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",bb47b675-d8c6-4dd5-bce9-c0fada47884f,2025-09-15 10:44:56,Altercation between inmates; separated by staff.,2025-05-11 19:04:15,JINC-c44bf221-68ae-48f1-bc9c-208e6ba3cb97,CONTRABAND,"[""5cd17d2c-b5c3-4f84-8070-53013ff66b10""]","[""Larry Taylor"", ""Katrina Ford""]",POD A,P-CEB31C078C,
"[""ISOLATION"", ""MEDICAL_EVAL""]",21878fbe-ee91-4841-a7f0-0077117df79c,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-08-16 12:37:35,JINC-bcf0fad8-43be-41b2-b7d8-a106326c0c50,MEDICAL,"[""4d4acf9d-247a-436a-a5d7-fdcff9349bc2"", ""81e4ccf4-7a84-4fbd-abe1-ddfc96be29ab""]","[""Dennis Robinson"", ""John Johnson""]",MEDICAL,P-E5DBD4BCED,PROSECUTOR
"[""ISOLATION"", ""REPORT_FILED"", ""DISCIPLINARY""]",d7995843-6cc2-4b14-8610-ba88d73714c7,2025-09-15 10:44:56,Inmate referred for medical evaluation.,2025-07-09 07:39:45,JINC-db54fc99-ecee-4c0b-b38d-efe01807eea0,CONTRABAND,"[""9cfb98df-bc12-4b78-bbb8-bf1c0f270a16"", ""4032254d-c0e9-47aa-b99a-bd382d1a14bd"", ""cc1f34df-f462-434f-bd83-48eb1b777214""]","[""Jesse Smith"", ""Debbie Brady""]",POD B,P-95ABBE2520,PROSECUTOR
"[""DISCIPLINARY"", ""ISOLATION"", ""MEDICAL_EVAL""]",5a57b89e-ae7c-43b2-bd92-721d012fbc0f,2025-09-15 10:44:56,Property damage to dayroom table recorded.,2025-08-09 03:20:16,JINC-f359d9d3-cb96-4cce-96f7-178a6621bafb,PROPERTY_DAMAGE,"[""f987d054-8928-42de-9c25-cce9f7570965""]","[""Michael Paul""]",POD B,P-A77CF091E5,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",2009ea27-14fa-4a14-9b99-ec94c08caf2b,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-06-07 18:48:02,JINC-eaf9b0c3-bebc-4f28-851d-8871634861fd,PROPERTY_DAMAGE,[],"[""Anthony Duran""]",POD B,P-F4304A3EE8,
"[""ISOLATION""]",ea380376-6ca6-4f60-9be9-4db71c832d38,2025-09-15 10:44:57,Property damage to dayroom table recorded.,2025-07-16 10:18:20,JINC-09321cce-f05f-44c2-8ff2-36eb09d40fc5,PROPERTY_DAMAGE,"[""9db75240-8db8-4cac-ad7a-78e8f5e37def"", ""88310ec4-4b52-44fb-9852-d39e163495a9""]","[""Christine Brown"", ""Stephanie Figueroa""]",YARD,P-6E1871232A,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""REPORT_FILED""]",138f9fe6-2255-49ae-a468-6db17b49e430,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-03-26 06:32:02,JINC-4e168266-9df9-4b74-8e8c-2c26e1869842,SELF_HARM,[],"[""Claire Decker"", ""Randall Allen""]",YARD,P-90C199136F,KCSO
"[""DISCIPLINARY"", ""REPORT_FILED""]",0b005f79-13ac-4fd4-b662-5cee6e8beb8f,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-04-29 20:46:04,JINC-a9cc59db-dd73-4fa0-b212-36f81f8e10ba,MEDICAL,"[""1a752338-9cab-4cd0-a4a9-92a9daccd1fe""]","[""Martha Brown"", ""Allison Lambert"", ""Lauren Scott""]",MEDICAL,P-B317266257,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",74d8659b-0e54-41bb-a0e9-1d34301c7e11,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-09-03 09:29:14,JINC-6feed7dd-f330-4c8c-b55e-8cecfdaeea66,MEDICAL,"[""75c2b558-c48f-468f-b555-b87d55c24ecb"", ""fa7753e5-8558-412f-b324-8723a58c07f3""]","[""Timothy Hall""]",POD B,P-B2855310F6,
"[""EVIDENCE_SEIZED"", ""DISCIPLINARY"", ""MEDICAL_EVAL""]",0e6b8284-7aad-4445-8e48-52a9ffa2a07f,2025-09-15 10:44:57,Altercation between inmates; separated by staff.,2025-07-06 02:11:27,JINC-7bf76920-6494-4767-b8e2-649b381c90ed,CONTRABAND,"[""a214d368-7e33-4a75-b3d2-f9f9e2d83250""]","[""Whitney Henderson"", ""Terri Brooks""]",POD A,P-0E7733B54C,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""REPORT_FILED""]",3cf43ea4-ffcc-4f48-be6a-98991c16db21,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-05-15 12:37:09,JINC-63f43131-ec52-4e65-8008-d2a64f3a579c,MEDICAL,[],"[""Robin Sherman""]",CELL 2,P-0B15D6EA3C,
"[""MEDICAL_EVAL"", ""ISOLATION"", ""DISCIPLINARY""]",28801fe2-26ed-4433-9ce2-942a23a33642,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-07-02 05:56:55,JINC-8ed22236-dc3a-4e0f-bc86-86167dbb66bb,PROPERTY_DAMAGE,"[""9e20b7ec-5976-4c93-aebb-0584d00004af"", ""876ea83c-b0bb-40c6-a6ac-56e18c12e096""]","[""Darrell Torres"", ""Connor Dennis"", ""Justin Andrews""]",DAYROOM,P-FE6DCBEAD6,KCSO
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""REPORT_FILED""]",047d5a3c-41f9-4a37-9e58-f8bf4444ca53,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-09-14 20:52:11,JINC-2a4fb0b8-131d-4804-98bb-0f3cbce61569,MEDICAL,[],"[""Mary Schwartz"", ""Cynthia Johnson"", ""Julian Hall""]",DAYROOM,P-5C6BD1F396,KCSO
"[""REPORT_FILED"", ""EVIDENCE_SEIZED"", ""DISCIPLINARY""]",06f93467-c110-4ba5-b788-86d934960e5f,2025-09-15 10:44:57,Property damage to dayroom table recorded.,2025-08-04 21:47:36,JINC-48f2412e-2691-4048-bdd0-a71b12ba1e9c,SELF_HARM,[],"[""Scott Thomas""]",YARD,P-B00AE7F7EF,PROSECUTOR
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",adcbefb9-fa15-475a-8961-d6aaa3e9c181,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-05-13 11:04:22,JINC-6223cdf5-dcd4-4f59-be59-e9937fcad469,CONTRABAND,"[""a6ae5d2f-1ef8-4f52-a866-71f77c737e12"", ""206fa0b8-37b0-4df0-b13a-c8b9d489a2cf"", ""5a4b8976-1a4e-4acd-a8b1-40749e4bb79b""]","[""George Rivas""]",MEDICAL,P-40914F9533,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",fe71a057-b040-4837-ba50-db799c0ab07e,2025-09-15 10:44:57,Property damage to dayroom table recorded.,2025-04-21 08:57:53,JINC-b868c667-400f-47b4-8fd0-ed31f147678f,SELF_HARM,"[""2e5fa520-7598-4352-9a6e-db313d16b6e0"", ""d4451638-cddc-445d-9e61-c4152c8bee42""]","[""Mia Nichols""]",DAYROOM,P-0DF6E36A1A,
"[""EVIDENCE_SEIZED"", ""ISOLATION""]",5a394b9a-4ddb-46a7-951b-1e4093a1ea77,2025-09-15 10:44:57,Altercation between inmates; separated by staff.,2025-06-06 06:47:37,JINC-e95408c3-1547-41d7-b666-461022970a47,ASSAULT,[],"[""Preston Gillespie"", ""Samantha Murphy"", ""Robyn Johnson""]",DAYROOM,P-A66DCF2174,
"[""ISOLATION"", ""REPORT_FILED"", ""EVIDENCE_SEIZED""]",fbdd4140-cdb4-439e-90b7-9f83eeadfe38,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-04-01 05:39:31,JINC-c7f26ea6-a765-48b5-a44a-08870f434b63,PROPERTY_DAMAGE,"[""4d387d84-497c-406e-bb50-c3ff5f550a96"", ""90fb6156-fbea-4b44-8ffd-97fdf7f39f56""]","[""Phillip Ross"", ""Amanda Hall""]",POD B,P-3BF94951F7,
"[""ISOLATION""]",21dcf90b-e8db-4af6-984b-461dbb3269c5,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-08-31 16:54:08,JINC-1df956cc-0573-449b-a978-3c8cbe9c5a88,SELF_HARM,[],"[""Douglas Hill"", ""Amber Walker"", ""Hunter Bautista""]",DAYROOM,P-D78FBF2E21,KCSO
"[""DISCIPLINARY"", ""REPORT_FILED""]",c2b6fa9d-461f-4af7-ad4d-106da163a241,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-06-28 22:17:16,JINC-62e09d3f-f9ad-4324-bd49-83ab1cd3d713,SELF_HARM,"[""153aba48-dbf2-4d73-ba87-e99ea19f6a0f""]","[""Pamela Collins""]",MEDICAL,P-B6E9ABF725,
"[""REPORT_FILED"", ""ISOLATION"", ""MEDICAL_EVAL""]",3f1b83fc-9b92-4e44-bee6-cd69e0e85e98,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-05-05 05:38:58,JINC-a2f4be17-e89a-4afc-b059-40aef625ddc0,ASSAULT,"[""025cf896-b3ee-4fc8-a159-603fe534f8cf"", ""9166eeff-7776-4702-8bd0-3ca6be7d208c""]","[""Heather Short"", ""John Torres"", ""Dominic Mcclure""]",POD B,P-E7AD9CD057,KCSO
"[""MEDICAL_EVAL"", ""EVIDENCE_SEIZED"", ""ISOLATION""]",86ee4e6c-9df6-4496-8593-4f8ce185573a,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-09-06 05:30:45,JINC-2a46acef-eeaa-4e89-9382-949143365c40,CONTRABAND,"[""348ea9ea-a6a7-499b-a6ed-aefca656b88f"", ""7a70d314-34fd-416e-9a24-b6724f4accc2"", ""0f9aadc8-c89d-4dc1-81d3-c5ccfc01d974""]","[""Tamara Osborn"", ""Larry Moreno"", ""Michael Harmon""]",DAYROOM,P-BAEA62E313,PROSECUTOR
"[""DISCIPLINARY""]",428a08bd-be03-431a-9316-d7be0784f1f5,2025-09-15 10:44:57,Inmate referred for medical evaluation.,2025-04-21 19:59:19,JINC-330d48ee-4c9e-4710-875a-2acd286f3a02,CONTRABAND,[],"[""Steven Ruiz"", ""Briana Brown"", ""Mark Flores""]",DAYROOM,P-8593760ACD,KCSO
"[""ISOLATION""]",05ac16d2-8f80-4987-a282-dc4bba0f055f,2025-09-15 10:44:57,Property damage to dayroom table recorded.,2025-03-29 21:57:52,JINC-afadde10-e184-4851-b263-939332c623f7,MEDICAL,"[""67484a3e-f9f8-418b-9aa1-aff734051a86"", ""65bf573b-6dd0-44ad-a15d-f7526093bf8a"", ""5016f3db-bcbe-4aaf-8d8b-9cddbf316e9d""]","[""Richard Robertson"", ""Jennifer Horne""]",YARD,P-646EE41AAD,
"[""EVIDENCE_SEIZED"", ""ISOLATION"", ""MEDICAL_EVAL""]",5d45dbc9-911f-409a-817f-3b59db587c2a,2025-09-15 10:44:57,Contraband discovered during cell search.,2025-06-21 13:13:31,JINC-7cd346c5-3d6f-4740-91cc-6d9071f2a005,CONTRABAND,"[""b9a0ada6-543c-43d7-bf78-9df3beb73ff9""]","[""Joy Johnson"", ""Erica Perez"", ""Brian Reid""]",POD B,P-042DD7D0E5,
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL"", ""REPORT_FILED""]",907ff325-557f-46c1-8019-bbc2668ebba5,2025-09-15 10:44:57,Property damage to dayroom table recorded.,2025-07-25 19:08:54,JINC-6ba3dce0-20a1-4387-9ff2-2c1205364940,SELF_HARM,[],"[""Raymond Sweeney"", ""Theresa Browning""]",DAYROOM,P-EB89186779,KCSO
